City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
590,Sangar,RU,63.9242,127.4739,59.14,53,76,14.94,broken clouds,2021-08-07 20:21:25
591,Roebourne,AU,-20.7833,117.1333,69.94,53,92,6.33,overcast clouds,2021-08-07 20:21:25
592,Clyde,US,41.3042,-82.9752,88.11,58,18,10.4,few clouds,2021-08-07 20:21:25
593,Vardo,NO,70.3705,31.1107,57.63,70,50,8.5,scattered clouds,2021-08-07 20:21:26
594,Bereda,ES,43.2686,-7.5406,60.55,82,9,2.84,clear sky,2021-08-07 20:21:26
595,Zapolyarnyy,RU,69.4154,30.8136,61.88,64,15,7.72,few clouds,2021-08-07 20:21:26
596,Boddam,GB,57.4667,-1.7833,59.38,88,0,13.85,clear sky,2021-08-07 20:21:27
597,Manta,EC,-0.95,-80.7333,76.78,73,75,10.36,broken clouds,2021-08-07 20:21:27
598,Hovd,MN,48.0056,91.6419,56.52,68,5,2.73,clear sky,2021-08-07 20:21:27
599,Goderich,CA,43.7501,-81.7165,85.03,73,1,6.91,clear sky,2021-08-07 20:21:27
600,Surany,SK,48.0861,18.1845,77.45,61,1,10.92,clear sky,2021-08-07 20:21:28
601,Rawson,AR,-43.3002,-65.1023,54.68,33,0,28.39,clear sky,2021-08-07 20:21:28
602,Sucua,EC,-2.4667,-78.1667,84.94,51,75,2.3,light rain,2021-08-07 20:21:28
603,Fort Washington,US,38.7073,-77.023,76.86,88,90,1.01,overcast clouds,2021-08-07 20:21:29
604,Ucar,AZ,40.519,47.6542,83.73,33,31,7.23,scattered clouds,2021-08-07 20:21:29
605,San Vicente De Canete,PE,-13.0751,-76.3835,66.06,76,48,11.59,scattered clouds,2021-08-07 20:21:29
606,Sindor,RU,62.8629,51.8905,45.66,92,0,2.82,clear sky,2021-08-07 20:21:30
607,Sakakah,SA,29.9697,40.2064,92.77,15,0,2.08,clear sky,2021-08-07 20:21:30
608,Pochutla,MX,15.7432,-96.4661,85.05,69,100,6.29,overcast clouds,2021-08-07 20:21:30
609,Tyup,KG,42.7276,78.3648,58.5,52,1,3.51,clear sky,2021-08-07 20:21:31
610,Vila Velha,BR,-20.3297,-40.2925,67.95,88,40,2.3,scattered clouds,2021-08-07 20:21:31
611,Chernyshevsk,RU,52.5243,117.0174,65.61,73,97,11.54,overcast clouds,2021-08-07 20:21:31
612,Anantnag,IN,33.7333,75.15,64.2,80,27,0.25,scattered clouds,2021-08-07 20:21:31
613,Soavinandriana,MG,-19.1667,46.7333,48.81,70,0,5.77,clear sky,2021-08-07 20:21:32
614,Rostock,DE,54.0887,12.1405,61.97,97,100,5.61,overcast clouds,2021-08-07 20:16:37
615,Erenhot,CN,43.6475,111.9767,78.15,31,100,9.42,overcast clouds,2021-08-07 20:21:32
616,Adrar,MR,20.5022,-10.0711,97.43,22,11,12.01,few clouds,2021-08-07 20:21:33
617,Pechora,RU,65.1472,57.2244,49.75,96,100,10.6,overcast clouds,2021-08-07 20:21:33
618,Baykit,RU,61.67,96.37,56.48,64,97,3.04,overcast clouds,2021-08-07 20:21:33
619,Makhinjauri,GE,41.6739,41.694,73.26,83,40,6.91,scattered clouds,2021-08-07 20:21:34
620,San Juan De Los Morros,VE,9.9115,-67.3538,82.27,69,63,3.47,broken clouds,2021-08-07 20:21:34
621,Shetpe,KZ,44.1667,52.1167,90.79,19,0,15.77,clear sky,2021-08-07 20:21:34
622,Rocha,UY,-34.4833,-54.3333,71.73,74,7,6.2,clear sky,2021-08-07 20:21:35
623,Casino,AU,-28.8667,153.05,52.57,100,54,5.75,broken clouds,2021-08-07 20:21:35
624,Wattegama,LK,6.7989,81.4808,75.27,88,100,6.44,overcast clouds,2021-08-07 20:21:35
625,Sayyan,YE,15.1718,44.3244,64.65,53,62,9.44,broken clouds,2021-08-07 20:21:36
626,Itaquyry,PY,-24.9333,-55.2167,84.36,30,0,5.77,clear sky,2021-08-07 20:21:36
627,Petropavlovka,RU,50.6114,105.3196,57.87,84,98,5.64,overcast clouds,2021-08-07 20:21:36
628,Sikandra,IN,26.3667,79.65,81.86,84,71,5.12,broken clouds,2021-08-07 20:21:37
629,Fonte Boa,BR,-2.4959,-66.2662,83.32,66,90,2.62,overcast clouds,2021-08-07 20:21:37
630,Luxor,EG,25.6989,32.6421,95.97,10,0,6.46,clear sky,2021-08-07 20:21:37
631,Bacolod,PH,10.6667,122.95,78.62,90,59,6.31,light rain,2021-08-07 20:21:37
632,Liling,CN,27.6667,113.5,82.29,94,84,0.98,broken clouds,2021-08-07 20:21:38
633,Nichinan,JP,31.6,131.3667,77.27,90,93,1.28,overcast clouds,2021-08-07 20:21:38
634,Tambun,ID,-6.2641,107.0712,80.49,88,7,3.6,clear sky,2021-08-07 20:21:38
635,Salalah,OM,17.0151,54.0924,78.89,89,90,6.91,light intensity drizzle,2021-08-07 20:21:39
636,Priiskovyy,RU,51.9333,116.6333,59.52,93,47,5.55,scattered clouds,2021-08-07 20:21:39
637,Salekhard,RU,66.53,66.6019,57.25,84,10,10.11,clear sky,2021-08-07 20:21:39
638,Faya,SA,18.3851,42.4509,64.51,66,36,2.21,scattered clouds,2021-08-07 20:21:40
639,North Lauderdale,US,26.2173,-80.2259,93.0,67,40,10.36,scattered clouds,2021-08-07 20:18:52
640,Eratira,GR,40.35,21.5167,72.86,27,0,2.98,clear sky,2021-08-07 20:21:40
641,Palauig,PH,15.435,119.9045,81.16,86,100,10.87,overcast clouds,2021-08-07 20:21:40
642,Sandur,IN,15.1,76.55,72.34,88,52,14.27,broken clouds,2021-08-07 20:21:41
643,Mecca,SA,21.4267,39.8261,92.05,38,15,7.09,few clouds,2021-08-07 20:21:41
644,Calvinia,ZA,-31.4707,19.776,58.77,22,60,5.84,broken clouds,2021-08-07 20:21:41
645,Tawau,MY,4.2498,117.8871,80.2,80,96,1.9,moderate rain,2021-08-07 20:21:42
646,Charlottesville,US,38.0293,-78.4767,84.42,77,1,3.0,clear sky,2021-08-07 20:21:42
647,Klyuchi,RU,52.2667,79.1667,65.97,48,23,6.2,few clouds,2021-08-07 20:21:42
648,Novocheremshansk,RU,54.3571,50.1666,63.93,52,24,5.61,few clouds,2021-08-07 20:21:42
649,Comodoro Rivadavia,AR,-45.8667,-67.5,53.46,22,0,18.41,clear sky,2021-08-07 20:21:43
650,Micheweni,TZ,-4.9667,39.8333,73.92,82,11,10.36,few clouds,2021-08-07 20:21:43
651,Nokaneng,BW,-19.6667,22.2667,64.11,21,0,7.58,clear sky,2021-08-07 20:21:43
652,Milkovo,RU,54.7167,158.6167,45.97,91,11,2.91,few clouds,2021-08-07 20:21:44
653,Kathmandu,NP,27.7167,85.3167,71.82,100,75,3.44,moderate rain,2021-08-07 20:19:27
654,Zheleznodorozhnyy,RU,55.7503,38.0042,73.62,44,100,12.1,light rain,2021-08-07 20:21:44
655,Oistins,BB,13.0667,-59.5333,86.09,66,20,11.5,few clouds,2021-08-07 20:19:14
656,Te Anau,NZ,-45.4167,167.7167,34.52,99,100,4.74,moderate rain,2021-08-07 20:21:44
657,Itum-Kale,RU,42.7356,45.5758,72.05,50,99,9.95,overcast clouds,2021-08-07 20:21:45
658,Darhan,MN,49.4867,105.9228,57.2,80,63,1.23,broken clouds,2021-08-07 20:21:45
659,Mnogovershinnyy,RU,53.9353,139.9242,45.0,98,100,3.76,overcast clouds,2021-08-07 20:18:57
660,Norsup,VU,-16.0667,167.3833,75.38,80,98,10.04,overcast clouds,2021-08-07 20:21:46
661,Kununurra,AU,-15.7667,128.7333,55.38,54,20,1.14,few clouds,2021-08-07 20:17:20
662,Omboue,GA,-1.5746,9.2618,74.34,85,100,9.17,overcast clouds,2021-08-07 20:21:46
663,Yumen,CN,40.2833,97.2,69.82,33,10,8.61,clear sky,2021-08-07 20:21:46
664,Preobrazheniye,RU,42.9019,133.9064,68.18,94,100,9.26,overcast clouds,2021-08-07 20:21:46
665,Chalmette,US,29.9427,-89.9634,93.99,57,75,5.01,broken clouds,2021-08-07 20:21:47
666,Malanje,AO,-9.5402,16.341,70.12,35,100,5.08,overcast clouds,2021-08-07 20:21:47
667,Mehamn,NO,71.0357,27.8492,62.44,63,60,6.98,broken clouds,2021-08-07 20:21:47
668,Ust-Tsilma,RU,65.441,52.1498,44.69,95,0,2.93,clear sky,2021-08-07 20:19:13
669,Kattivakkam,IN,13.2167,80.3167,86.09,72,29,16.62,scattered clouds,2021-08-07 20:21:48
670,Yablochnyy,RU,47.1661,142.0661,57.15,93,100,23.55,moderate rain,2021-08-07 20:21:48
671,Puerto Princesa,PH,9.7392,118.7353,80.22,86,84,3.76,broken clouds,2021-08-07 20:21:48
672,Esmeraldas,BR,-19.7625,-44.3139,69.91,47,99,14.27,overcast clouds,2021-08-07 20:21:49
673,Apricena,IT,41.7839,15.4437,80.42,38,0,11.34,clear sky,2021-08-07 20:21:49
674,Muravlenko,RU,63.7898,74.523,64.69,55,90,7.25,overcast clouds,2021-08-07 20:21:49
675,Cap Malheureux,MU,-19.9842,57.6142,70.47,74,23,3.0,light rain,2021-08-07 20:21:50
676,Whyalla,AU,-33.0333,137.5833,35.49,100,0,5.75,clear sky,2021-08-07 20:21:50
677,Bad Sackingen,DE,47.5537,7.9461,62.51,96,95,2.3,overcast clouds,2021-08-07 20:21:50
678,Haines Junction,CA,60.7522,-137.5108,60.75,72,43,2.3,scattered clouds,2021-08-07 20:21:50
679,Quesnel,CA,52.9999,-122.5029,70.3,49,20,11.5,few clouds,2021-08-07 20:21:51
680,Asyut,EG,27.181,31.1837,93.38,13,0,4.5,clear sky,2021-08-07 20:21:51
681,Marzuq,YE,14.4,46.4667,86.58,38,98,10.67,overcast clouds,2021-08-07 20:21:51
682,Olafsvik,IS,64.8945,-23.7142,55.72,78,48,4.27,scattered clouds,2021-08-07 20:21:52
683,Bilaspur,IN,22.0833,82.15,80.29,79,100,5.41,overcast clouds,2021-08-07 20:18:37
684,Tazovskiy,RU,67.4667,78.7,56.17,80,8,5.93,clear sky,2021-08-07 20:21:52
685,Tongliao,CN,43.6125,122.2653,69.85,74,16,7.96,few clouds,2021-08-07 20:18:39
686,Riviere-Au-Renard,CA,48.9957,-64.3971,77.29,78,100,10.04,overcast clouds,2021-08-07 20:21:52
687,Kedrovyy,RU,56.1667,91.8167,55.81,75,80,1.34,broken clouds,2021-08-07 20:21:53
688,Katangli,RU,51.7102,143.2326,53.64,83,100,10.58,overcast clouds,2021-08-07 20:21:53
689,Nadvoitsy,RU,63.8667,34.3167,58.08,60,88,12.75,overcast clouds,2021-08-07 20:21:53
690,Labuhan,ID,-6.8844,112.2051,77.59,87,51,8.01,broken clouds,2021-08-07 20:21:54
691,Svetlogorsk,BY,52.6333,29.7333,55.51,96,2,5.23,clear sky,2021-08-07 20:21:54
692,Xiamen,CN,24.4798,118.0819,82.45,94,75,2.24,mist,2021-08-07 20:21:54
693,Pacifica,US,37.6138,-122.4869,91.87,75,40,5.01,scattered clouds,2021-08-07 20:20:51
694,Abnub,EG,27.2696,31.1511,93.42,13,0,4.54,clear sky,2021-08-07 20:21:55
695,Athabasca,CA,54.7169,-113.2854,68.41,71,97,1.81,overcast clouds,2021-08-07 20:21:55
696,De Aar,ZA,-30.6497,24.0123,52.11,19,32,4.16,scattered clouds,2021-08-07 20:21:55
697,Dafeng,CN,23.4517,108.5881,80.71,90,100,1.32,overcast clouds,2021-08-07 20:21:56
698,Fort-Shevchenko,KZ,44.5086,50.263,90.45,30,0,22.15,clear sky,2021-08-07 20:21:56
699,Crotone,IT,39.0851,17.1178,75.92,72,0,10.16,clear sky,2021-08-07 20:21:56
700,Warri,NG,5.5167,5.75,76.91,84,100,5.46,overcast clouds,2021-08-07 20:21:57
701,Eyrarbakki,IS,63.863,-21.1481,62.2,79,98,2.19,overcast clouds,2021-08-07 20:21:57
702,Griffith,US,41.5284,-87.4237,90.05,60,40,1.01,scattered clouds,2021-08-07 20:21:57
703,Noumea,NC,-22.2763,166.4572,57.18,69,100,5.61,overcast clouds,2021-08-07 20:21:58
704,Pavlovka,RU,52.6897,47.1405,69.06,43,49,5.3,scattered clouds,2021-08-07 20:21:58
705,Mount Pleasant,US,32.7941,-79.8626,82.38,87,1,1.99,light rain,2021-08-07 20:17:57
706,Katsina,NG,12.9894,7.6006,83.59,60,100,15.66,overcast clouds,2021-08-07 20:21:59
707,Kilindoni,TZ,-7.9139,39.6668,75.4,74,3,10.65,clear sky,2021-08-07 20:21:59
708,Bima,ID,-8.4667,118.7167,73.33,92,100,3.91,overcast clouds,2021-08-07 20:18:22
