City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
237,Palaikastron,GR,77.11,clear sky,35.2,26.25,Marina Village
238,Mathathane,BW,64.76,clear sky,-22.2687,28.7495,Selepswe Resort
240,Maria Aurora,PH,77.95,overcast clouds,15.7967,121.4737,Attic Travellers Inn
241,Kaabong,UG,68.09,broken clouds,3.4836,34.1492,Rock Motel Ltd
244,Ambilobe,MG,69.22,overcast clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
248,La Ronge,CA,73.62,few clouds,55.1001,-105.2842,Northland Motor Hotel
249,Tharad,IN,86.25,few clouds,24.3961,71.6267,Shree Nandan Couriyar Service
253,Dandong,CN,68.45,clear sky,40.1292,124.3947,Yiranju Farmstay
254,Tuni,IN,81.99,overcast clouds,17.35,82.55,Sai Krishna Lodge
255,San Juan,AR,66.4,clear sky,-31.5375,-68.5364,Hotel Provincial
256,Georgetown,MY,82.33,thunderstorm,5.4112,100.3354,Cititel Penang
257,Keningau,MY,73.85,light rain,5.3378,116.1602,Sabindo Hotel
258,Cururupu,BR,83.82,scattered clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
259,Sao Miguel Do Araguaia,BR,88.16,overcast clouds,-13.275,-50.1628,Hotel Executivo Palace
260,Hargeysa,SO,73.8,overcast clouds,9.56,44.065,City Center Hotel
261,Ganzhou,CN,79.27,scattered clouds,28.8184,115.4327,Laotou Farm Restaurant Hostel
262,Praia Da Vitoria,PT,75.45,scattered clouds,38.7333,-27.0667,Hotel Branco I
265,Odweyne,SO,80.22,overcast clouds,9.4092,45.064,Eng Hiirey House
266,Kishtwar,IN,64.4,few clouds,33.3167,75.7667,Heritage Bagh by Himalayan Musk
267,Akhtanizovskaya,RU,73.87,broken clouds,45.32,37.1,Guest House Semeyniy
268,Irkutsk,RU,61.57,smoke,52.2978,104.2964,Empire Hotel
270,Chiriqui Grande,PA,86.07,overcast clouds,8.95,-82.1167,Hotel Atlantic
271,Muros,ES,64.24,clear sky,42.7762,-9.0603,Apartment Av. Castelao
273,Itea,GR,82.99,clear sky,38.4333,22.4167,Trokadero Hotel Ξενοδοχείο
274,Bonthe,SL,77.43,broken clouds,7.5264,-12.505,Bonthe Holiday Village
275,Atambua,ID,65.79,scattered clouds,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
276,Omagari,JP,73.89,overcast clouds,39.45,140.4833,Hotel Fuji
278,Pacific Grove,US,88.81,few clouds,36.6177,-121.9166,Lovers Point Inn
279,Nabire,ID,74.55,overcast clouds,-3.3667,135.4833,Hotel Nusantara Nabire
280,Blackfoot,US,82.18,clear sky,43.1905,-112.345,Super 8 by Wyndham Blackfoot
283,Bossangoa,CF,69.01,overcast clouds,6.4926,17.4552,LA PERLE DE BOSTON
284,Gorontalo,ID,75.0,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
285,Torbay,CA,74.57,broken clouds,47.6666,-52.7314,Gallows Cove
287,Hambantota,LK,79.14,overcast clouds,6.1241,81.1185,Bungalow 63
288,Korla,CN,77.95,clear sky,41.7597,86.1469,Gulisitan Hotel
289,Nouadhibou,MR,71.58,clear sky,20.931,-17.0347,El Medina
290,Hualmay,PE,67.64,few clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
291,Moose Factory,CA,62.6,clear sky,51.2585,-80.6094,Moosonee Lilypad
292,Honiara,SB,76.95,overcast clouds,-9.4333,159.95,Heritage Park Hotel
293,Seoul,KR,76.44,clear sky,37.5683,126.9778,롯데호텔 서울
294,Ibanda,TZ,70.2,few clouds,-2.7974,32.4746,Lahe Hotel Mwanza
295,Pingliang,CN,65.73,overcast clouds,35.5392,106.6861,North Gate Hostel
298,Ketchikan,US,64.87,scattered clouds,55.3422,-131.6461,Snows Cove Lodge
300,Merauke,ID,73.6,scattered clouds,-8.4667,140.3333,
301,Beloha,MG,63.34,clear sky,-25.1667,45.05,
302,Alofi,NU,75.09,scattered clouds,-19.0595,-169.9187,Taloa Heights
303,Portland,US,86.29,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
304,Nalgonda,IN,84.15,overcast clouds,17.05,79.2667,Sai Krishna Residency
308,Saint-Francois,FR,63.84,clear sky,46.4154,3.9054,Manoir Du Bonheur
309,Lagoa,PT,68.43,clear sky,39.05,-27.9833,Casa Das Faias
310,Lander,US,80.17,clear sky,42.833,-108.7307,"Holiday Inn Express & Suites Lander, an IHG Hotel"
311,The Pas,CA,77.02,broken clouds,53.8251,-101.2541,Wescana Inn
312,Tarakan,ID,80.55,moderate rain,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
316,Havoysund,NO,61.68,overcast clouds,70.9963,24.6622,Arctic View Glamping & Restaurant
319,Bangor,GB,61.09,overcast clouds,54.6534,-5.669,The Marine Court Hotel
323,Ixtapa,MX,88.23,few clouds,20.7,-105.2,Hotel Plaza Providencia
325,Touros,BR,81.5,scattered clouds,-5.1989,-35.4608,INN NEW HORIZON
328,Malakal,SS,73.0,overcast clouds,9.5334,31.6605,Nile Palace Hotel
329,Camana,PE,64.45,broken clouds,-16.6228,-72.7111,Hostal Morales
331,Terrace,CA,64.31,overcast clouds,54.5163,-128.6035,Northern Motor Inn
332,Bambous Virieux,MU,70.21,light rain,-20.3428,57.7575,Casa Tia Villa
335,Shimoda,JP,78.08,heavy intensity rain,34.6667,138.95,Shimoda Tokyu Hotel
336,Kota Bahru,MY,77.65,broken clouds,6.1333,102.2386,Grand Riverview Hotel
337,Mosquera,CO,61.77,broken clouds,4.7059,-74.2302,Hotel SJ
338,Jales,BR,83.68,clear sky,-20.2689,-50.5458,Geraldelli Center Hotel
339,Makaha,US,84.11,broken clouds,21.4694,-158.2175,Hawaiian Princess Resort
342,Puerto Escondido,MX,86.83,overcast clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
345,Issenye,TZ,73.27,broken clouds,-2.0,34.3333,
346,Xiongyue,CN,72.84,scattered clouds,40.1774,122.1228,Samsung Business Hotel
350,San Cristobal,VE,84.38,broken clouds,7.7669,-72.225,Posada Villaven C.A.
353,Boende,CD,70.2,overcast clouds,-0.2167,20.8667,
354,Castanos,MX,87.39,few clouds,26.7833,-101.4167,Bomberos voluntarios castaños coahuila
355,Wajima,JP,81.73,clear sky,37.4,136.9,Wajiima Onsen Yashio
356,Derzhavinsk,KZ,66.04,overcast clouds,51.1,66.3167,Ooo.khim Baza
358,Salamiyah,SY,79.05,clear sky,35.0113,37.0532,Gondolas Forum grandchildren and grandparents
359,Tukrah,LY,80.2,clear sky,32.5341,20.5791,Lokta restaurant
360,Ogaminana,NG,72.0,overcast clouds,7.5946,6.2248,Mashida Guest House
361,Satipo,PE,89.35,few clouds,-11.2522,-74.6386,Bungalows El Palmiche
362,Porto Novo,BJ,78.62,moderate rain,6.4965,2.6036,Tour Eiffel Hotel Benin
365,Waingapu,ID,73.51,broken clouds,-9.6567,120.2641,Pondok Wisata Elim
369,Emirdag,TR,63.97,clear sky,39.0197,31.15,Emirdağ Öğretmenevi
375,Guane,CU,89.91,scattered clouds,22.2025,-84.0875,base de Campismo LosPortales de Guane
376,Sambava,MG,70.45,light rain,-14.2667,50.1667,Melrose
378,Ambon,ID,75.34,thunderstorm with light rain,-3.6954,128.1814,Swiss-Belhotel Ambon
381,Kieta,PG,75.78,light rain,-6.2167,155.6333,Uruna Bay Retreat
383,Ust-Kuyga,RU,60.04,overcast clouds,70.0167,135.6,
384,Ormara,PK,80.17,overcast clouds,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
386,Andros Town,BS,89.56,clear sky,24.7,-77.7667,Hanks place
390,Bandarbeyla,SO,75.43,clear sky,9.4942,50.8122,JABIR HOTEL
391,Hemer,DE,65.43,clear sky,51.3833,7.7667,Hotel VierJahreszeiten
392,Bonfim,BR,87.03,light rain,3.0833,-59.95,
394,Krasnoselkup,RU,62.89,overcast clouds,65.7,82.4667,Krasnosel'kupnefteprodukt
396,Bria,CF,68.34,overcast clouds,6.5423,21.9863,
398,Quelimane,MZ,69.75,clear sky,-17.8786,36.8883,Hotel Flamingo
399,Rio Grande,BR,73.51,clear sky,-32.035,-52.0986,Hotel Atlântico Rio Grande
401,Eyl,SO,76.05,scattered clouds,7.9803,49.8164,Amiin Hotel
402,Ucluelet,CA,64.71,overcast clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
403,Shenjiamen,CN,79.52,clear sky,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
404,Idukki,IN,69.55,overcast clouds,9.85,76.9667,"GOVERNMENT GUEST HOUSE, IDUKKI"
405,Biltine,TD,80.62,broken clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
406,Caravelas,BR,68.04,overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
407,Calvia,ES,82.92,few clouds,39.5657,2.5062,Castell Son Claret
408,Gwadar,PK,80.62,overcast clouds,25.1216,62.3254,Sadaf Resort
409,Sinnamary,GF,79.79,moderate rain,5.3833,-52.95,ALETHEIA Appartement Sinnamary
410,Pontal Do Parana,BR,71.26,overcast clouds,-25.6533,-48.5128,Eco Hostel Residencial Bananeiras
411,Naliya,IN,82.26,broken clouds,23.2667,68.8333,jadeja jayendrasinh
412,Pulandian,CN,73.53,scattered clouds,39.3953,121.9669,HR East Hotel
413,Miquelon,PM,66.2,broken clouds,47.0975,-56.3814,Auberge de l’Île
415,Bom Jardim,BR,75.54,scattered clouds,-7.7958,-35.5872,Pousada do Posto Jose Breno
416,Mana,GF,81.32,light rain,5.6592,-53.7767,LE SAMANA
418,Anakapalle,IN,82.35,overcast clouds,17.6833,83.0167,Satya Lodge
419,Dingle,PH,76.93,light rain,10.9995,122.6711,SEGAYA PROPERTY
420,Saint-Augustin,CA,71.28,overcast clouds,51.226,-58.6502,
421,Lingyuan,CN,65.66,clear sky,41.24,119.4011,Guomao Hotel
423,Acarau,BR,82.63,overcast clouds,-2.8856,-40.12,castelo pizzaria
424,Moron,AR,80.01,clear sky,-34.6534,-58.6198,Hotel Morón
425,Hami,CN,79.86,clear sky,42.8,93.45,Laoyutang Resort
426,Dustlik,UZ,78.58,clear sky,40.5247,68.0358,
427,Bac Lieu,VN,79.88,overcast clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
428,Buala,SB,78.06,light rain,-8.145,159.5921,Maringe Lagoon Lodge
432,Bassila,BJ,73.06,overcast clouds,9.0081,1.6654,COMPLEXE MAKOYA ET FILS
433,Saint Anthony,US,73.54,mist,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
435,Escuintla,GT,85.62,broken clouds,14.305,-90.785,HOTEL SARITA
436,Vung Tau,VN,80.19,overcast clouds,10.346,107.0843,Green hotel
437,Tiznit,MA,65.82,few clouds,29.5833,-9.5,
439,Santa Rosa,PH,83.1,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
440,Betioky,MG,63.3,clear sky,-23.7167,44.3833,Bungalows Acacias Hotel
441,Conakry,GN,78.87,few clouds,9.538,-13.6773,Riviera Royal Hotel
445,Los Alamos,US,89.02,clear sky,35.8881,-106.307,"Holiday Inn Express & Suites Los Alamos Entrada Park, an IHG Hotel"
446,Belmonte,BR,75.2,few clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
448,Kalmunai,LK,79.16,overcast clouds,7.4167,81.8167,VS Villa
450,Chake Chake,TZ,72.48,scattered clouds,-5.2459,39.7666,Hotel Archipelago
454,Tabuk,PH,76.98,overcast clouds,17.4189,121.4443,Golden Berries Hotel and Convention
455,Talara,PE,74.16,clear sky,-4.5772,-81.2719,Hostal Oro Negro
461,Virginia Beach,US,78.85,overcast clouds,36.8529,-75.978,Hilton Virginia Beach Oceanfront
463,Wewak,PG,76.37,overcast clouds,-3.5534,143.6268,In Wewak Boutique Hotel
464,Zhigansk,RU,64.99,overcast clouds,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
466,Tangshan,CN,71.17,light rain,39.6333,118.1833,Civil Affairs Hotel
467,Hare Bay,CA,79.95,overcast clouds,48.8499,-54.0148,
468,Bourail,NC,63.25,overcast clouds,-21.5667,165.4833,Motel Allamanda
469,Dondo,MZ,65.71,clear sky,-19.6094,34.7431,Arco Iris
471,Piacabucu,BR,74.41,clear sky,-10.4056,-36.4344,Piaçabuçu News
472,Canguaretama,BR,81.09,broken clouds,-6.38,-35.1289,Pousada do Italiano
473,Harbour Breton,CA,62.17,overcast clouds,47.4833,-55.7983,Southern Port Hotel
474,Banyo,CM,64.17,light rain,6.75,11.8167,Motel JOMBA
475,Hidalgo,MX,77.02,few clouds,20.5,-99.0,
